country,program,FY1946,FY1947,FY1948,FY1949,FY1950,FY1951,FY1952,FY1953,FY1954,FY1955,FY1956,FY1957,FY1958,FY1959,FY1960,FY1961,FY1962,FY1963,FY1964,FY1965,FY1966,FY1967,FY1968,FY1969,FY1970,FY1971,FY1972,FY1973,FY1974,FY1975,FY1976,FY1976tq,FY1977,FY1978,FY1979,FY1980,FY1981,FY1982,FY1983,FY1984,FY1985,FY1986,FY1987,FY1988,FY1989,FY1990,FY1991,FY1992,FY1993,FY1994,FY1995,FY1996,FY1997,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010
Somalia,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,467","293,380"
Somalia,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"443,631","1,467,942","1,752,481","1,712,034","1,443,659","530,306",,,,,"1,438,607","1,534,144","2,020,440"
Somalia,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,404","313,284","5,948",,,,,,,,,"338,932","874,737","871,097","1,338,357","577,494","1,479,440","887,966","2,949,546","1,171,922","511,864","1,105,447"
Somalia,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"329,618",,,"8,347,424","38,624,074","2,704,827",,,,,,,,,,,,,,,,
Somalia,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,653",,"66,693",,"26,126","44,932","38,442","40,355","285,237","183,091",,"264,510","325,472","3,679,197","2,795,245","926,950","1,013,619"
Somalia,Other USAID Assistance,,,,,,,,,"4,746,435","2,018,198","655,687","8,851,023","3,682,405","18,746,576","16,126,087","24,739,756","68,742,723","43,725,543","21,037,251","27,370,633","24,070,206","82,166,984","18,946,111","12,727,761","10,221,044","1,327,276",,,,"2,051,060",,,,"9,042,251","27,973,149","29,076,291","25,993,843","29,000,688","51,894,492","29,003,499","37,770,534","39,641,919","31,696,339","10,068,156","8,275,646","1,259,311","902,591","1,159,364","38,930,322","11,117,281","6,822,493","5,001,948","4,807,074","4,656,190",,,"6,846,999","7,592,180","3,869,500","5,203,081","5,775,827","7,443,548","25,631,117","52,305,995","7,403,865","16,667,075"
Somalia,Peace Corps,,,,,,,,,,,,,,,,,"2,330,262","1,150,672","3,980,020","2,792,922","4,376,401","4,240,877","4,096,457","4,405,763","1,393,779","4,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,Title I,,,,,,,,,,,,,,,,,,,,,,,"3,072,342",,,,,,,,,,,"19,457,657","27,528,069","41,841,491","32,277,122","29,202,081","28,936,373","29,766,260","36,038,866","29,059,117","1,955,717",,,,,,,,,"384,150",,,,,,,,,,,,,,
Somalia,Title II,,,,,,,,,,,,,,,"1,797,760","5,890","16,894,398","5,759,114","5,686","13,964,608","1,094,100","530,110","1,029,235","4,895","2,322,965",,,,,"15,724,793","5,102,666","2,164,184","2,501,350","24,358,207","18,659,915","76,383,179","64,324,001","13,851,856","13,169,908","28,028,654","21,032,282","13,860,318","30,605,254","20,179,531","11,463,018","7,312,029","4,566,486","56,591,331","69,700,418","23,336,432","13,269,056","7,150,785","3,101,807","11,906,912","12,687,614","14,368,714","11,933,124","23,923,712","22,653,733","27,059,729","31,963,754","88,415,108","36,872,835","201,545,113","127,179,000","15,187,900"
South Africa,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,850,167","17,623,696","28,329,353","42,078,952","32,795,604","48,760,420","17,615,324","14,479,790","12,517,630","378,367",,"200,398"
South Africa,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,297","109,133","6,284",,,
South Africa,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,120,952","43,158,590","41,204,586","48,218,779","39,401,903","36,664,869","31,613,980","27,215,782","21,430,632","10,450,068","9,411,829","13,687,617"
South Africa,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,215,931","15,855,031","5,651,598","21,281,148","15,366,372","14,869,705","320,274",,"4,165,336",,,,,"319,118","876,240","978,305","1,443,659","1,106,572","3,123,240","1,293,169","879,014","3,769,592","4,880,442","1,874,148","1,325,000"
South Africa,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,555,170","134,407,220","217,461,742","359,478,489","12,321,460","1,878,960","11,662,959"
South Africa,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"526,227,857","523,724,464","499,497,412"
South Africa,Inactive Programs,,"11,092,868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,459,732",,,,,,,,"1,282,933","503,803","300,000"
South Africa,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,422","88,374","84,033",,,"188,918","1,965,282",,"2,447,002",,"290,699","2,338,356","2,530,067","344,651","743,235","251,276","406,364"
South Africa,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,279,332","272,067",,,"2,056,767"
South Africa,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,461",,,,,,,"1,862,398","1,671,080","534,020","858,061","6,072,660","10,898,530","6,193,723","5,478,356","6,017,735","5,188,094","6,634,623","7,344,855","12,157,486"
South Africa,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,297,151","1,759,616",,,,,,,,,,,
South Africa,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"486,903","1,156,756","380,735","1,804,556","1,205,136","493,162","327,018","459,361","80,610",,"57,229","48,915","721,829","192,560","101,537","100,143","182,113","73,108","112,928","116,076","377,400"
South Africa,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"968,637","12,610,943","37,262,318","31,985,725","35,442,813","59,499,636","115,243,722","113,653,344","181,433,691","136,123,563","154,999,030","102,098,575","94,653,870",,,"8,636,629","14,494,604","5,013,313","13,587,273","10,750,269","7,855,823","10,047,781","11,964,722","21,159,040","18,397,420"
South Africa,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,647","132,136","183,150","120,501","87,729","199,494",,"51,340"
South Africa,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"673,596","2,001,419","2,582,892","3,549,867","3,011,763","3,186,830","2,588,961","3,234,867","3,578,013","3,384,053","3,347,757","3,528,213","3,918,858","5,017,881","4,495,100"
South Africa,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"339,195","650,750","156,659","1,633,468",,"1,500,000"
Southern Africa (not specified),Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"161,386",,,,
Southern Africa (not specified),Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,446,986","25,736,827","21,857,926","24,939,285","19,440,013","18,333,591","15,533,632","12,703,856","22,839,152","30,175,961"
Southern Africa (not specified),Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,260,795","1,874,799","271,389","876,575","129,108","208,879",,"302,282",
Southern Africa (not specified),Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"541,885","747,616","1,150,413","543,904","219,280",
Southern Africa (not specified),Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"650,977","4,817,938","3,524,494"
Southern Africa (not specified),Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,983,831","421,067","536,198","603,230","77,889","247,458","187,991","342,039","143,080","800,000"
Southern Africa (not specified),Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,961,348","10,341,078",,,,"4,849,812",,"247,539"
Southern Africa (not specified),Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,397","1,065,146",,"652,632","1,374,007","620,000"
Southern Africa (not specified),Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,897,552","4,434,795","4,415,332","7,680,651","4,961,592","4,857,313","4,008,650","2,414,667","7,346,185","5,778,780"
Southern Africa (not specified),Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,127",,,,,
Southern Africa (not specified),Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,850,501","166,228,374","160,122,683","137,949,462","165,461,997","107,155,391",,,
Spain,Economic Support Fund/Security Support Assistance,,,,,,,,,"573,640,585","568,459,190","382,920,919","442,551,136","327,734,032","302,364,130","268,768,116","206,164,637","110,687,435",,,,,,,,,,,"12,142,961","11,330,957","10,255,300",,,"29,672,000","19,457,657","18,009,017","16,547,482","15,062,657","44,306,606","23,149,098","22,324,695","21,623,320","20,225,145","8,577,706","5,322,476",,,,,,,,,,,,,,,,,,,,,,
Spain,Inactive Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"645,542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,690",,"2,508,274","357,355","2,463,296","16,370,402"
Spain,Other USAID Assistance,,,,,,"125,006,140","247,965,160","67,228,483","678,062","2,690,931",,"632,216","7,364,810","150,577,337","31,654,911","4,712,335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407
Spain,Title I,,,,,,,,,,"65,927,811","356,037,773","266,162,898","256,540,871","278,175,000","179,178,744","137,246,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Title II,,,,,,,"698,493",,,"129,164,692","221,622,039","125,810,966","238,742,581","82,243,043","60,323,510","45,945,262","62,917,068","54,656,929","39,231,630","36,866,566","41,575,811","16,963,506","13,313,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"382,941","876,240","435,699","842,134","-116,366","344,703","333,810","430,362","626,638","765,760",,
Sri Lanka,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,582,462","4,068,259","4,028,265","7,807,668","8,531,261","8,642,864","9,726,111","3,987,787","4,865,741","6,208,374","12,493,728","19,373,517"
Sri Lanka,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,"41,028,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"654,915","1,293,386",,,"917,161","5,726,513","4,654,909","14,493,825","12,224,924","5,293,550","3,685,675","10,640,936","201,521","29,428,422"
Sri Lanka,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"776,032",,"1,702,410","538,068",,"2,356,916",,,"1,291,085","5,185,428","2,031,816","13,431,396","8,650,000"
Sri Lanka,Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"279,745","2,571,261","1,619,357",711,,
Sri Lanka,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,609","43,476","56,713","27,769",,,,,,,,,,"867,502","1,452,074",,,"84,311","506,083","5,375"
Sri Lanka,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,828,299",,"203,631","2,254,653","678,745","1,915,597","6,780,047","4,114,476"
Sri Lanka,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,932",,,"61,144","137,967","1,762,450","1,949,155","5,029,951","2,878,139","1,009,348","9,435,021","7,689,561","7,147,643"
Sri Lanka,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,465,787",,"68,251,944","72,548,388","87,727,066","39,399,632",,,,,"13,739,452",,"10,902,479",,,"1,073,318",,"18,501,631",,,,
Sri Lanka,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,132",,"105,188","223,266","224,549","229,484",,"49,542","19,147","18,777","13,768","175,574","341,003","265,973","312,550","348,237","586,293","1,097,473","951,516","1,771,503"
Sri Lanka,Other USAID Assistance,,,,,,,"6,985",,,,"32,784,325","38,565,170","30,072,973","10,885,109","37,627,536","37,109,635","8,155,916","2,301,344",,,,"39,758,218",,"24,476,463",,,,,,"29,398,525","30,615,993",,"62,014,480","63,932,301","74,683,395","74,149,269","99,198,356","97,675,928","97,795,296","83,224,602","63,529,314","44,523,850","45,034,671","45,801,219","46,752,921","32,495,161","41,257,483","28,946,431","23,348,552","17,312,523","15,643,605","15,612,747","4,689,189","6,076,328",,,"1,321,550","1,207,158","5,951,496","6,215,248","137,785,907","13,585,289","11,135,428","7,960,082","10,885,348","20,509,526"
Sri Lanka,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,256"
Sri Lanka,Peace Corps,,,,,,,,,,,,,,,,,"1,165,131","1,150,672","1,137,149",,"5,471","1,060,219","1,024,114","979,059","1,393,779","442,425",,,,,,,,,,,,,"77,164","759,040","821,686","1,160,604","1,048,196","1,274,934","1,142,462","635,829","868,391","1,012,995","1,077,538","1,255,154","826,639","793,642","779,348","680,321",,,,,,,,,,,,
Sri Lanka,Title I,,,,,,,,,,,,,"18,412,024","45,354,620",,"14,137,004",,"12,657,394",,,"19,693,805",,"110,092,269","68,044,567",,"61,939,563","65,055,353","40,476,537","22,284,216","83,751,613","70,161,651",,"118,391,280","95,620,485","41,935,283","56,261,440","37,226,281","33,673,021","41,234,332","46,509,781","46,850,526","58,118,234","49,407,586","43,218,106","49,602,675","55,557,836","7,211,807","18,839,672","14,178,135","24,992,014",,"39,348,657",,,"12,764,713","6,258,859","15,897,461","19,248,784","5,479,122","3,128,100",,,,,,
Sri Lanka,Title II,,,,,,,,,,"672,733","655,687","33,507,443","77,944,236","24,189,130","19,112,399","31,808,258","24,467,749","24,739,452","18,762,954","21,784,789","15,864,454","14,312,959","9,217,027","18,602,112","18,119,123","17,254,592","7,603,872","5,666,715","9,820,163","18,459,539","13,075,580","4,637,538","11,895,505","9,509,235","11,991,433","12,011,108","15,949,202","11,342,491","15,874,494","10,127,970","10,177,376","11,826,180","5,488,016","1,505,985","8,768,473","1,456,850",,,,"600,503","1,550,764",,,,"2,195,658",,,"1,713,623","701,772","4,815,036","2,280,367",,"14,710,951","29,162,480","29,885,109","18,488,900"
St. Lucia,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,080",,,,,,,,
St. Lucia,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,360",,,,,,,,
St. Lucia,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,167","18,633",,
St. Vincent and Grenadines,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,822",,,,,
St. Vincent and Grenadines,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,067",,,,"199,910"
St. Vincent and Grenadines,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,509","16,085",,,"79,601",
Sub-Saharan Africa (not specified),Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,779,729","53,490,715","63,842,011","76,315,696","72,890,707","56,347,268","46,398,692","37,875,748","25,807,570","3,964,844","55,418",
Sub-Saharan Africa (not specified),Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,784,697","1,571,464","116,257","7,631","8,658",,,,"231,442",,"380,160",,"1,072,407",
Sub-Saharan Africa (not specified),Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139,149,881","137,378,206","116,095,604","122,382,323","75,939,145","92,205,347","84,886,766","118,579,633","88,939,272","90,207,038","138,149,759","154,065,769"
Sub-Saharan Africa (not specified),Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,"10,613,102","24,617,257","5,831,205","5,120,571","3,426,705","2,787,557","884,851","1,267,312",,,,"2,551,333",,"41,540,800","103,397,988","35,760,763","19,145,437","36,664,659","28,809,364","27,765,415","29,758,818","9,330,463","5,463,114","6,870,742",,"48,007,389",,,"7,246,028","4,253,440","1,388,445",,,"3,848,279","1,399,444","15,700,597","32,942,880","2,398,208","39,447,252","18,349,204","20,310,090","11,518,548","4,464,963","936,687","1,003,474","2,484,263","3,601,287"
Sub-Saharan Africa (not specified),Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"445,234","538,628",,"29,357",,
Sub-Saharan Africa (not specified),Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,219,587","35,517,645","35,140,134"
Sub-Saharan Africa (not specified),Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,876,441","161,135,472","147,236,634","147,687,059","223,723,372","172,127,036","61,607,309","49,595,940","54,981,662","105,901,016","67,588,379","103,134,151","92,059,523","75,606,522","102,636,350"
Sub-Saharan Africa (not specified),Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,814",,,
Sub-Saharan Africa (not specified),Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,844,945","7,895,668",,"124,597",,,"1,251,753","6,914,858","2,755,356"
Sub-Saharan Africa (not specified),"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,439,834","36,056","261,361","1,467,927","2,472,742","3,550,000"
Sub-Saharan Africa (not specified),Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231,133",,,,"287,844",,"5,637,484","529,254","3,553,051","10,886,535","5,104,624","5,146,252","5,812,972","7,250,829","12,673,556","13,815,422"
Sub-Saharan Africa (not specified),Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"354,953",,"108,690",,,,"66,693",,,"102,118",,,"526,621","468,772","694,536","1,384,088","2,799,528","4,188,011","1,081,142","609,553","1,339,207"
Sub-Saharan Africa (not specified),Other USAID Assistance,,,,,,,,,"39,327,605","7,400,060","3,934,119","6,322","6,137","1,209,457","1,194,525","8,835,627","35,536,492","44,300,879","54,014,563","35,749,398","65,098,968","151,081,229","150,544,777","167,419,006","106,391,775","215,903,618","181,648,064","111,310,477","193,003,971","137,762,857","170,620,378","65,234,704","161,638,220","155,847,492","123,179,106","177,935,079","126,866,306","175,168,182","181,485,074","174,233,081","185,929,918","167,204,397","100,836,079","108,146,661","127,203,659","113,291,688","136,514,298","134,474,679","124,509,542","112,155,828","159,134,863","137,064,045","317,704,339","225,338,887",,,"24,554,102","16,568,415","6,856,716","8,960,647","14,051,941","24,527,023","1,703,798","33,487,444","21,129,530","25,456,117"
Sub-Saharan Africa (not specified),Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259,676","9,458","258,217","309,179","186,845","395,642","583,718"
Sub-Saharan Africa (not specified),Peace Corps,,,,,,,,,,,,,,,,,,,,,,"3,180,657","2,048,228","1,468,588","6,039,708","7,078,807","4,224,374","6,476,246","3,777","4,785,806","2,870,249","927,508","3,097,757","2,640,682","2,058,173",,,,,,,,,,,"401,251","1,369,500",,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (not specified),Title II,,,,,,,"6,985",,,,"6,557","1,264,432",,"6,047",,"589,042","582,565","575,336","1,137,149","558,584","547,050","530,110","512,057","4,895","1,398,425","4,424","4,224","809,531",,"341,843","318,917",,"278,917",,,,,,"393,535",,,,,,,,,,,,,,,,"10,449,449",,,,"105,837,780",,"147,138","58,282",,"1,531,520",,
Sub-Saharan Africa (not specified),"Voluntary Contributions to Multilateral Organizations, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,388,322","164,107,290","129,463,823","126,429,376","5,985,074","257,949,475","121,526,533","148,427,489","143,572,638","137,412,998","153,984,612","155,000,000"
Sudan,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,528,680","601,524","303,563","14,296,432","18,551,263","20,524,882","27,812,079","1,460,066",,
Sudan,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"369,462","73,327"
Sudan,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,766,218","12,341,324","16,911,983","63,905,029","78,512,612","54,558,926","94,538,489","112,189,857","47,405,233","8,210,113"
Sudan,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,557,043","107,590,408","201,393,665","158,667,779","223,246,949","205,421,538","17,611,586",,,"1,827,299","401,251",,,,,,,,,,,,"7,819,818","6,747,050","17,379,396","6,822,348","10,974,222","46,841,182","105,510,269","261,951,704","303,713,611"
Sudan,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,295,726","1,869,336","2,278,697","3,799,170","264,354","912,446","3,319"
Sudan,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,045,100","35,920,689","35,899,676"
Sudan,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,914","104,641",,"187,766","79,487",,,"3,102,323","31,253,962","52,983,014","50,322,409","69,825,523","62,009,542","57,702,817"
Sudan,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,625,384","28,995,409","11,796,106"
Sudan,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,055,898","932,140","3,139,663","3,249,230","3,368,179","4,740,285","4,634,990","5,350,000"
Sudan,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,601",,"8,922","36,230",,,,,,,"1,981,470","3,428,631","4,155,669","3,592,511","2,695,055","4,023,001","6,599,772","7,211,869","16,171,372","9,636,207","8,875,069","2,532,474"
Sudan,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,997,609","10,057,486","6,748,792",,,,,,"29,677,032","14,321,672","23,654,266",,"67,892","191,671","8,011",,,,,
Sudan,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,427","99,923","119,096","227,705","87,015","146,724","170,278","150,679","197,470","361,434","431,555","521,836","590,261","284,350","296,535","553,194","619,532","4,558,960","1,795,708","1,210,753"
Sudan,Other USAID Assistance,,,,,,,,,,,,,"2,454,937","186,256,304","77,644,122","55,369,931","60,586,806","44,300,879","14,214,359","17,316,114","83,698,673","56,721,725","1,536,171","979,059",,,,"44,524,191",,,"637,833",,"17,803","21,225,524","43,002,961","71,147,083","52,691,326","50,088,618","63,721,752","48,892,942","63,586,976","107,719,504","36,609,648","28,367,700","5,597,102","11,173,298","3,023,011","4,483,842","323,261",,,,,,,,"19,466,639","48,830,160","50,703,812","131,752,056","294,978,835","254,399,868","229,725,138","168,301,610","180,500,646","127,147,371"
Sudan,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,786","21,623","31,701",,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Title I,,,,,,,,,,,,,,,,,"16,311,832","20,136,763","15,920,082","15,640,361",,"48,770,081",,,,,,"8,500,073","10,575,560",,,,"13,649,120","27,240,719","48,881,618","59,098,152","64,554,245","50,348,416","96,454,577","93,019,562","116,225,344","79,252,137","127,979,371","66,489,393","48,002,588",,,,,,,,,,,,,,,,,,,,,
